,bio,followers,following,img_url,is_verified,name,source,text,time,tweet_id,user_location,username
0,wonderjunkie! sarvantharyaami.,39,False,http://pbs.twimg.com/profile_images/1087428256108818433/08_-5gO8_normal.jpg,False,sai vamshi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @pewdiepie: tseries now have people spamming my diss track to make them subscribe because:😡pewdiepie insults india 😡 https://t.co/utlz7B…,Tue Mar 12 15:03:50 +0000 2019,1105484552980582401,,vamshicool95
1,,58,False,http://pbs.twimg.com/profile_images/1095983427545747456/lsrXlqI2_normal.png,False,Anil Sanjeev,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @AmitShah: Under the visionary leadership of PM @narendramodi ji, Indian economy has emerged as the fastest growing economy. NDA governm…",Tue Mar 12 15:03:50 +0000 2019,1105484552649105408,,sanjeev_anil
2,I stan bangtan boys since 2013,10,False,http://pbs.twimg.com/profile_images/1094625053075898368/68I4d1Vn_normal.jpg,False,🤦🏻‍♂️,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @btsvotingteam: 🌎 TOP COUNTRIES tweeting #iHeartAwards in the last 24hrs:

1. South Korea
2. Indonesia
3. Brazil
4. Argentina
5. Thailan…",Tue Mar 12 15:03:50 +0000 2019,1105484549176287234,,jikookieee_
3,,605,False,http://pbs.twimg.com/profile_images/1044289886776320000/vrC-qC-B_normal.jpg,False,Sassy Indian Girl 🇮🇳,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @muglikar_: Any person who is an employee of the state cannot use any power to curb a fundamental right. They are enforceable against th…,Tue Mar 12 15:03:50 +0000 2019,1105484548836675584,"Mumbai, India",SassyIndianGurl
4,Student is the power of INDIA . support Narendra Modi because modi is best comparision other Politician In India.,121,False,http://pbs.twimg.com/profile_images/1024615574930841601/DurCgnLk_normal.jpg,False,Shivamraj,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @abpnewstv: Michel, who was presented before Special Judge Arvind Kumar, said he was put in the prison with 16-17 Kashmiri separatist le…",Tue Mar 12 15:03:49 +0000 2019,1105484547901157376,"Prayagraj,Uttar Pradesh, India",Shivamr66978825
5,Official Twitter Account of the High Commission of India in Bangladesh বাংলাদেশস্থ ভারতীয় হাই কমিশনের টুইটার অ্যাকাউন্ট,44843,False,http://pbs.twimg.com/profile_images/536461181032992768/W0lfYiu3_normal.png,True,India in Bangladesh,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",High Commission of #India welcomed the new High Commissioner Smt. @rivagdas and bade a reluctant farewell to Shri S… https://t.co/C7We4hl4Ur,Tue Mar 12 15:03:49 +0000 2019,1105484547586633731,"High Commission of India, Dhaka, Plot No. 1-3, Park Road, Baridhara, Dhaka 1212.",ihcdhaka
6,,26,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,Kasim Patel,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @gops333: At debut rally, Priyanka attacks government on PM Modi's home turf | India News - Times of India 
#ModiCorruptionYaadRakhna
ht…",Tue Mar 12 15:03:49 +0000 2019,1105484547452366848,,kasimpatel2112
7,"ख़ुशी भी कमबख़्त ठहरती नहीं, इसने भी पर उगा रखें हैं।
[]GOVERNMENT OF BIHAR[]",545,False,http://pbs.twimg.com/profile_images/1099171026938654721/YGvSr-2C_normal.jpg,False,मुकेश कुमार™,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @rkhuria: #GandhiMarchesOn Savarkar &amp; Godse plotted and executed Gandhi’s Murder. Modi still worships Savarkar. Is he fit to rule India?…,Tue Mar 12 15:03:49 +0000 2019,1105484547162963968,भारत,imkr_mUkkU
8,,127,False,http://pbs.twimg.com/profile_images/3008327629/46899caf8b626e49dd45391f054c71f1_normal.jpeg,False,Christian Alessandro,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @nelsonbocaranda: URGENTE:Giovanni @Staunovo desde India afirma que M.M.Kutty Ministro de Petróleo y Gas del gobierno INDIO alertó a com…,Tue Mar 12 15:03:49 +0000 2019,1105484546114547718,,calessadro
9,,17,False,http://pbs.twimg.com/profile_images/860549585516625921/O11gt95h_normal.jpg,False,Apurv Gupta,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AskAnshul: Whenever Israel faces terror attack, Western Media doesn't pay much attention. But when Israel retaliates, it portrays as if…",Tue Mar 12 15:03:49 +0000 2019,1105484545787346944,Kanpur,rt_apurv
10,#GRACIAS DONALD TRUMP POR LIBERAR VENEZUELA,191,False,http://pbs.twimg.com/profile_images/1041362707314819072/P0u-JPQ3_normal.jpg,False,Peter Seller🇺🇸🇮🇱,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @leonline2000: Una de las últimas línea de Oxígeno Petrolero al NarcoRegimen de Maduro cayó.

India anunció que habría medidas severas p…",Tue Mar 12 15:03:49 +0000 2019,1105484544818458624,USA,PeterSeller9
11,Smart dumbo,154,False,http://pbs.twimg.com/profile_images/429322205/DSC00292_normal.JPG,False,Chintan Khakharia,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","You need to read this @RahulGandhi 

https://t.co/asQoOvDLk4",Tue Mar 12 15:03:48 +0000 2019,1105484544159887360,"Anand, Gujarat, India",chintankh
12,VIROLOGIST,54,False,http://pbs.twimg.com/profile_images/1104297290401964032/8Lk8TcoI_normal.jpg,False,NEHA SRIVASTAVA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @EconomicTimes: India successfully carries out third trial of #Pinaka guided missile at #Pokharan | https://t.co/MflfWaVyIi https://t.co…,Tue Mar 12 15:03:48 +0000 2019,1105484542511476737,India,chitranshneha
13,#HumanRights #metoo #EndRacism #EndMisogyny #Endhatred #FamiliesBelongTogether #resist #dem🌊 #BlacklivesMatter #vegan #apaop #ProtectMueller 🌊#IMPEACH,17836,False,http://pbs.twimg.com/profile_images/1075994220874223617/9Q29ZzdS_normal.jpg,False,Jeannie Hartley,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @extinctsymbol: Pathogens on plastic waste in the ocean are being spread globally: https://t.co/q0a4kDA9Hh,Tue Mar 12 15:03:48 +0000 2019,1105484541915889665,worldwide,Jeannie_Hartley
14,"नमस्कार 🙏...

Path of #Dharma☝️...
हिंदवी स्वराज्य व्हावे ही 'श्रीं'ची ईच्छा🚩...

Hyper nationalism is any day better that mildest of gaddari...
🇮🇳",315,False,http://pbs.twimg.com/profile_images/1103315108820705280/ZFbe7Jmp_normal.jpg,False,Ⓜ️🆗⚡️♓️°🕉️ 🇮🇳,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @FMF_tw_official: The ones who paint the picture that the condition of Muslims is the same as condition of Jews in World War II - 

Ther…",Tue Mar 12 15:03:48 +0000 2019,1105484540649201664,महाराष्ट्र...भारत 🚩,ShindeDip7040
15,The universe is just a project on an alien kid’s dresser that he got a C- on 👽🔮,335,False,http://pbs.twimg.com/profile_images/1087701031197253632/hNRSdz9x_normal.jpg,False,India Patrice,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Come see me this Friday‼️🤟🏽 https://t.co/5Zz6uQDvAN,Tue Mar 12 15:03:47 +0000 2019,1105484539403526144,,India_Patrice97
16,,58,False,http://pbs.twimg.com/profile_images/1095983427545747456/lsrXlqI2_normal.png,False,Anil Sanjeev,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @AmitShah: In the last five years, India’s prestige on the world stage stands enhanced significantly. Value of the Indian passport has i…",Tue Mar 12 15:03:47 +0000 2019,1105484537478303744,,sanjeev_anil
17,Tweeting opinions I don't/won't/can't tweet non-anonymously. It's been great to run this anon account without disclosing my identity. fallback: @gumnaamdesi,1144,False,http://pbs.twimg.com/profile_images/820483369234534400/h0-M8PQ0_normal.jpg,False,ಅನಾನ್‌ ದೇಸಿ - Anon Desi 🇮🇳,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",RT @muglikar_: Any person who is an employee of the state cannot use any power to curb a fundamental right. They are enforceable against th…,Tue Mar 12 15:03:47 +0000 2019,1105484536912232449,🌎,AnonDesi
18,"#Sr.CrimeReporter
#Lucknow
मुझको इतनी जल्दी पढ़ लोगे आप,
जिसको लिखने में पूरी जिंदगी लगी,
कभी आप मुझे समझोगे तो जानोगे,
की मेरी बातें मेरा स्वभाव सब आपके लिए है।",458,False,http://pbs.twimg.com/profile_images/1105080657011601408/v42WEEXW_normal.jpg,False,Amit Kumar,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TimesNow: WATCH: @ashutosh83B, Political Analyst Vs @Shehzad_Ind , Lawyer in conversation with @RShivshankar on India Upfront | #UPAPol…",Tue Mar 12 15:03:47 +0000 2019,1105484536736043009,"Gomti Nagar, Lucknow",News18AmitKumar
19,One of India's largest media companies. Latest news from around the world. Retweets are not endorsements.,6706879,False,http://pbs.twimg.com/profile_images/876785263011287040/cgUWlhF3_normal.jpg,True,Hindustan Times,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",".@sanjaymanjrekar picks India’s squad for #WorldCup2019, names surprise omission

(via @HTSportsNews)… https://t.co/9XGSnp6YT1",Tue Mar 12 15:03:47 +0000 2019,1105484536341618693,India,htTweets
20,Avid traveller. Proud Hindu. Let's make India Great Again!!!,192,False,http://pbs.twimg.com/profile_images/830434397790814208/KcEhEJUh_normal.jpg,False,Govindam,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KiranKS: In 2014, there was a rush among pSeculars to vow to move out of India if Modi becomes PM.

In 2019, haven't heard anyone wanti…",Tue Mar 12 15:03:46 +0000 2019,1105484535461003264,Indraprastha,vibhupal
21,"I admire Kangana Ranaut, MS Dhoni",689,False,http://pbs.twimg.com/profile_images/1105481406736551938/tI3AlHdD_normal.jpg,False,B. Rohith Kumar,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TrueIndology: 1) This item wanted to ""expose me"". He already stands naked in the first tweet of his thread.

Fake claim 1: ""Sherwan is…",Tue Mar 12 15:03:46 +0000 2019,1105484535372734473,India,rohith_speaks
22,bjp cadre// booth level worker //NAMO bakth /BJpIT &socialmediacell Coimbatore Lokahaba// misson 2019,6535,False,http://pbs.twimg.com/profile_images/1030074495535525888/SssKEZtS_normal.jpg,False,BJP THONDAN,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @yogye: Give me this type of laggard economy anytime. This year India replaced US as the second largest contributor to World Economy Gro…,Tue Mar 12 15:03:46 +0000 2019,1105484534945058818,Coimbatore  TAMILNADU  Bharat,BJPTHONDAN
23,"#ACHHADIN-FEKU
#AAYENGE-BHAKT
OB KI BAR FIR #JUMLA SARKAR
#FEKU ka #JUMLA📢📣 or Mera #Naam & #Bio.Badalte rehta hai..
PROUD2b INDIAN.
RTs≠ ENDORSEMENT.",1567,False,http://pbs.twimg.com/profile_images/1103295399157161984/Muz7RTOS_normal.jpg,False,CHOWKIDAR(ACHHADIN_LAOUNGA)🐦,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @HardikPatel_: I would also like to state that if there is no legal hindrance and party decides to field me in electoral politics, I wou…",Tue Mar 12 15:03:46 +0000 2019,1105484534559072256,"New Delhi, India",AK4IND
24,,70,False,http://pbs.twimg.com/profile_images/1104229674962558977/Fml0F3Vi_normal.jpg,False,Chloe Stevenson,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @pewdiepie: tseries now have people spamming my diss track to make them subscribe because:😡pewdiepie insults india 😡 https://t.co/utlz7B…,Tue Mar 12 15:03:46 +0000 2019,1105484534332747776,"Wales, United Kingdom",chloemayxox27
25,A leading Marathi news channel.,165606,False,http://pbs.twimg.com/profile_images/919586362407317533/ZkcQekIf_normal.jpg,False,Zee 24 Taas,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ममता बनर्जी यांनी केली उमेदवारांची घोषणा, ४०.५ टक्के महिलांना दिले तिकीट

#LokSabhaElections2019… https://t.co/xf4Q4sjOHJ",Tue Mar 12 15:03:46 +0000 2019,1105484534299029504,Maharashtra,zee24taasnews
26,#INC Supporter,1,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,Kavita Choudhary,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @INCMP: मप्र में ओबीसी आरक्षण 27% हुआ, राज्यपाल ने अध्यादेश पर लगाई मुहर।

—कमलनाथ सरकार द्वारा ओबीसी को 27% आरक्षण देने के अध्यादेश को…",Tue Mar 12 15:03:46 +0000 2019,1105484534252859394,"इंदौर, भारत",KavitaC88849452
27,I am here because my family and friends are on facebook.,304,False,http://pbs.twimg.com/profile_images/744607341559963648/7xPXa2cZ_normal.jpg,False,Ahmed Mohiuddin,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @anuragkotoky: Exactly a year ago, on March 12, India had grounded Airbus A320neo planes powered by the latest Pratt &amp; Whitney engines.…",Tue Mar 12 15:03:46 +0000 2019,1105484534143991808,Bangalore,ahmedsmhs
28,"Just a bloke who like his vodka and cigars. Movies,cars, audio,F1 & crypto",5471,False,http://pbs.twimg.com/profile_images/378800000742040770/10cd5dd77d60726ae4cac882b40094a2_normal.jpeg,False,Nik,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",Whole world is grounding them but India be like “ hey we are flying only our most experienced pilots on it. Give pa… https://t.co/Waq8l6Q1sS,Tue Mar 12 15:03:46 +0000 2019,1105484533934288898,Hacienda  Napoles,nikster007
29,"Thinking great thoughts. Politics. Foreign Affairs, Economics. Science. Technology. Samskritam. Charuvak. RTs are endorsements if they reflect my views. PM NaMo",5761,False,http://pbs.twimg.com/profile_images/1096870729994432512/Erkk_GhL_normal.jpg,False,रमण मूर्ति - ரமணா மூர்த்தி,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @VishnuNDTV: 1.
Did the IAF strike Balakot ? Lets look at what we have ... 
a.  An India Today Investigation where reporters speak to pe…",Tue Mar 12 15:03:46 +0000 2019,1105484533418389505,"New York, India",ramana1729
30,,26,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,Darshan Solanki,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JantaKaReporter: ""The true colour of this country is that it converts atmosphere of hate into love and compassion."" https://t.co/aD1RF9…",Tue Mar 12 15:03:46 +0000 2019,1105484532092940290,,Darshan12910513
31,"Philosopher, Thinker, Speaker, Writer and Live coah. I express my feelings so no need to take it personally. Don't like it? Don't follow me.",111,False,http://pbs.twimg.com/profile_images/1103351547227000833/9PdajDGY_normal.jpg,False,Hemant Desai,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @RBhamaria: @Kumaran92023000 @sethia_b @JaganNKaushik @Gandalf11652773 @Savitritvs @jyotsnavarma9 @ads7506 @ramakirao @SAF_Najum @sufiru…,Tue Mar 12 15:03:46 +0000 2019,1105484532080431106,Mumbai,guppydas
32,,58,False,http://pbs.twimg.com/profile_images/1095983427545747456/lsrXlqI2_normal.png,False,Anil Sanjeev,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @AmitShah: PM @narendramodi’s government has dared to take bold and futuristic decisions for the welfare of 130 crore Indians. It has st…,Tue Mar 12 15:03:45 +0000 2019,1105484530217934848,,sanjeev_anil
33,"DM me, I'll follow you back🙂🤗🤩😘",669,False,http://pbs.twimg.com/profile_images/1091595559272624128/1Fw7Xqjf_normal.jpg,False,Ⓝⓐⓨⓐⓝⓐ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BangtanINDIA: Spotify India chart [Top 200] -
 11.03.2019  🇮🇳📈

FAKE LOVE  #162🔻
WIOM   #170🔻
Eternal Sunshine  #180 (NE)
(Epik High/ p…",Tue Mar 12 15:03:45 +0000 2019,1105484529832144897,"Kerala, India",__g4v_taehyana
34,Brand Strategist. Brand Builder. Story Teller. Passionate Writer & Educator. Views are my own. No DM's pl.,1885,False,http://pbs.twimg.com/profile_images/1100081189027606528/dWubq2ew_normal.jpg,False,Vandana,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wow, perfect eg has been quoted by Mr Raghuram Rajan in his latest book: The Third Pillar - How Markets andthe Stat… https://t.co/Yg26lMJrnS",Tue Mar 12 15:03:44 +0000 2019,1105484526044827648,"Bengaluru, India",CharouRathore
35,"IT Engineer, movie buff, die hard fan of Sunny Deol,  Akshay Kumar and Ajay Devgn !!!!",604,False,http://pbs.twimg.com/profile_images/1105304578923216897/bAVamDaK_normal.jpg,False,Parth Thakkar,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AskAnshul: Whenever Israel faces terror attack, Western Media doesn't pay much attention. But when Israel retaliates, it portrays as if…",Tue Mar 12 15:03:44 +0000 2019,1105484525193224192,भारत,parththakkar99
36,"Working as a Regional Controller in a Private Security Company.

(If luck doesn't support you!!!!! Effort are yours)",255,False,http://pbs.twimg.com/profile_images/1097537853897158656/wJNtev3L_normal.jpg,False,Nalinikanta Acharya,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @arunjaitley: JeM terrorist attack at Pulwama has brought back into focus the key issue of national security. Prime Minister Modi’s evol…,Tue Mar 12 15:03:44 +0000 2019,1105484524983508992,"Bhubaneshwar, India",NalinikantaAcha
37,"Unemployed Engineer, Nagpurian, Foodi &  Ex BJP voter",6,False,http://pbs.twimg.com/profile_images/947115934329716737/iWH1uhi3_normal.jpg,False,Rahul Patil,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @INCMaharashtra: Did you ever spot Nirav Modi, Anil Ambani or any black money hoarder standing in the bank queue during Demonetization?…",Tue Mar 12 15:03:44 +0000 2019,1105484524102639616,"Nagpur, India",Rp26Rahul
38,"Film Maker, Cinematographer, Traveller",165,False,http://pbs.twimg.com/profile_images/875375845879066624/h7OT15Gc_normal.jpg,False,Yadu Vijayakrishnan,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",EC should have the balls to change the name of the political party 'Indian Union Muslim League' and 'All India Majl… https://t.co/JsKsUGPpKl,Tue Mar 12 15:03:44 +0000 2019,1105484523893080068,भारत,YaduVJkrishnan
39,"A squad of rational thinkers to counter the growing hate, fake news, and communalism from the troll army",1613,False,http://pbs.twimg.com/profile_images/1036388391884152834/ZATBtuJj_normal.jpg,False,Dhruv Rathee Squad,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @NDTVElections: NCP Chief Sharad Pawar Will Not Contest National Elections https://t.co/JmHYx3s0Vh,Tue Mar 12 15:03:43 +0000 2019,1105484523611930624,,DhruvSquad
40,"Dr.Vaibhav Vats |
New Mixtape in work |
checc out my produced projects so far.",81,False,http://pbs.twimg.com/profile_images/956065597124763649/Rx-xkix6_normal.jpg,False,YOUNG V∆T$,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",When a foreign application/service comes to India. It's 30-40% stuff get blocked prior to its appearance into the c… https://t.co/gGLf4kMj9E,Tue Mar 12 15:03:43 +0000 2019,1105484522920075264,"Chandigarh, India",vaibhavvats11
41,"MBA Finance, Persuing Chartered accontancy course and Proud Indian. Bharat Mata ki Jai......",132,False,http://pbs.twimg.com/profile_images/727794812468920321/roSqUjMX_normal.jpg,False,Pratap,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@romanaisarkhan Nice try, Can you tell to the people when it is abv 10% , what ever some media trying to do, we peo… https://t.co/qRk7gVMM46",Tue Mar 12 15:03:43 +0000 2019,1105484522919882754,Chennai,imPratap_
42,FAN of Nadigar thilagam 🙌  | 😍❤️Well Wisher #Thala 🙏 & Adorent of Melody Songs 🎼🎼🎼🎼,153,False,http://pbs.twimg.com/profile_images/1103322881755357184/rT8Jw0uw_normal.png,False,பாலா நடிகர் திலகம்  தல ரசிகன்,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","RT @DHONIism: ""Dhoni is a great player. He can bat anywhere whatever the team needs. He is adaptable And anyone criticising him has no idea…",Tue Mar 12 15:03:43 +0000 2019,1105484522815193099,salem,balan4rmsalem
43,Aspiring writer and billionaire. I try my best to understand geopolitics and diplomacy and don’t ask me for moustache tips. 27.,559,False,http://pbs.twimg.com/profile_images/1103027287962935296/53X3LBVY_normal.jpg,False,Harpal Singh Rana,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @republic: #CongArmsDealerWeb | Land deal papers raise questions over Rahul Gandhi link to under-scanner arms dealer who also sought Raf…,Tue Mar 12 15:03:43 +0000 2019,1105484522563518471,India,harpal13
44,"Nerd, Gamer, Husband, Father, Taco Lovin Sunuva Biatch.",48,False,http://pbs.twimg.com/profile_images/816378288025190400/IShZp3wk_normal.jpg,False,FLABMANIA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@pewdiepie Yo fuck india,Tue Mar 12 15:03:43 +0000 2019,1105484521670148096,New York,FLABMANIA
45,,148,False,http://pbs.twimg.com/profile_images/1115643107/fc894dc2-50cf-47b5-845b-d8a262332720_normal.png,False,bishu naik🇮🇳,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Negationism means that this whole aspect of Indian history has been totally erased, not only from history books, b… https://t.co/ArDUu7bPwP",Tue Mar 12 15:03:43 +0000 2019,1105484521577754624,bangalore,bishu05
46,new account,292,False,http://pbs.twimg.com/profile_images/1004250000321318912/Mw8zZAG6_normal.jpg,False,SimranjitSingh,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @hi_paresh: Pak banned Masood Azhar's Jaish for killing 44 Indian Jawans but India doesnt ban Bajrang Dal whose Babu Bajrangi killed atl…,Tue Mar 12 15:03:43 +0000 2019,1105484520730484738,The Pind ,Kermanwaala
47,"Nationalist, Proud Hindu, Bharateeya, Lord Shiva's Bhakta, Zero tolerance for Hatred towards Bharata and Sanatana Dharma, Open supporter of Modiji",64,False,http://pbs.twimg.com/profile_images/849279230047248384/j2Nitap8_normal.jpg,False,Mahesh Athani,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@republic India got freedom because of congress not by the struggle of freedom fighters hence India belongs to cong… https://t.co/NieUwTKCMj,Tue Mar 12 15:03:43 +0000 2019,1105484519690420224,"Tambä, Bijapur",mahesh_athani
48,,924,False,http://pbs.twimg.com/profile_images/1096233596942147584/dKSHiboE_normal.jpg,False,Priyanka Sahoo,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @dpradhanbjp: The deplorable statement made by Vijayashanti in the presence of @RahulGandhi confirms that the bold decisions of #Surgica…,Tue Mar 12 15:03:42 +0000 2019,1105484519048601600,"Bhubaneshwar,odisha India",Priyank36533917
49,Once part of MSM/Bollywood-manipulated crowd. Now an awakened Hindu.,25,False,http://pbs.twimg.com/profile_images/1104587100849164294/-6jqfDh8_normal.jpg,False,#Modi2019 🇮🇳,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @TrueIndology: India is cursed with such beaureucrats  who manage to enjoy high offices without having any knowledge of basic geography.…,Tue Mar 12 15:03:42 +0000 2019,1105484516934717443,,TilkinBai
50,,8,False,http://pbs.twimg.com/profile_images/1095332185580625920/RqJuEBoz_normal.jpg,False,upendra sharma,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @arunjaitley: JeM terrorist attack at Pulwama has brought back into focus the key issue of national security. Prime Minister Modi’s evol…,Tue Mar 12 15:03:42 +0000 2019,1105484516540461056,,upendra686
